hour,Cargo,Fishing,Military,Not Available,Other,Passenger,Pleasure Craft,Tanker,Tug Tow,day,month,year
23,1007.0,915.0,23.0,144.0,1552.0,985.0,6944.0,524.0,3248.0,26,6,2023
0,1026.0,895.0,24.0,139.0,1543.0,916.0,6824.0,536.0,3246.0,27,6,2023
1,1044.0,894.0,24.0,135.0,1542.0,874.0,6687.0,536.0,3253.0,27,6,2023
2,1048.0,884.0,24.0,134.0,1510.0,819.0,6559.0,545.0,3231.0,27,6,2023
3,1054.0,885.0,24.0,130.0,1482.0,762.0,6505.0,543.0,3232.0,27,6,2023
4,1054.0,909.0,25.0,130.0,1468.0,730.0,6499.0,539.0,3236.0,27,6,2023
5,1044.0,908.0,25.0,134.0,1457.0,705.0,6499.0,536.0,3235.0,27,6,2023
6,1003.0,910.0,25.0,128.0,1446.0,680.0,6468.0,527.0,3223.0,27,6,2023
7,1002.0,930.0,24.0,131.0,1454.0,679.0,6485.0,527.0,3213.0,27,6,2023
8,1000.0,946.0,24.0,125.0,1452.0,695.0,6565.0,521.0,3221.0,27,6,2023
9,991.0,948.0,24.0,130.0,1454.0,745.0,6603.0,529.0,3236.0,27,6,2023
10,992.0,952.0,28.0,133.0,1497.0,796.0,6673.0,523.0,3285.0,27,6,2023
11,1001.0,965.0,30.0,150.0,1586.0,861.0,6736.0,516.0,3345.0,27,6,2023
12,996.0,981.0,30.0,152.0,1636.0,926.0,6900.0,507.0,3396.0,27,6,2023
13,991.0,970.0,33.0,149.0,1642.0,969.0,6953.0,503.0,3426.0,27,6,2023
14,992.0,960.0,36.0,158.0,1682.0,1008.0,7027.0,507.0,3454.0,27,6,2023
15,992.0,982.0,33.0,163.0,1686.0,1026.0,7095.0,513.0,3416.0,27,6,2023
16,992.0,976.0,37.0,160.0,1710.0,1069.0,7166.0,510.0,3402.0,27,6,2023
17,992.0,962.0,37.0,159.0,1724.0,1059.0,7290.0,498.0,3390.0,27,6,2023
18,1001.0,945.0,32.0,160.0,1724.0,1070.0,7349.0,487.0,3368.0,27,6,2023
19,1014.0,955.0,31.0,164.0,1702.0,1074.0,7309.0,503.0,3377.0,27,6,2023
20,1018.0,931.0,30.0,159.0,1668.0,1077.0,7260.0,513.0,3343.0,27,6,2023
21,1032.0,950.0,33.0,153.0,1625.0,1068.0,7197.0,519.0,3303.0,27,6,2023
22,1035.0,913.0,28.0,147.0,1609.0,1048.0,7083.0,520.0,3282.0,27,6,2023
23,1050.0,913.0,28.0,147.0,1603.0,1022.0,6995.0,527.0,3303.0,27,6,2023
0,1049.0,887.0,26.0,139.0,1584.0,956.0,6900.0,540.0,3290.0,28,6,2023
1,1054.0,876.0,24.0,140.0,1561.0,896.0,6760.0,541.0,3287.0,28,6,2023
2,1067.0,880.0,25.0,141.0,1570.0,821.0,6662.0,547.0,3297.0,28,6,2023
3,1063.0,898.0,25.0,140.0,1544.0,763.0,6574.0,543.0,3300.0,28,6,2023
4,1059.0,919.0,25.0,143.0,1535.0,728.0,6544.0,539.0,3308.0,28,6,2023
5,1046.0,921.0,24.0,139.0,1517.0,703.0,6530.0,534.0,3301.0,28,6,2023
6,1040.0,906.0,25.0,132.0,1502.0,683.0,6529.0,538.0,3289.0,28,6,2023
7,1032.0,911.0,25.0,124.0,1506.0,688.0,6500.0,529.0,3289.0,28,6,2023
8,994.0,912.0,25.0,137.0,1480.0,703.0,6558.0,504.0,3282.0,28,6,2023
9,996.0,950.0,25.0,138.0,1486.0,760.0,6687.0,508.0,3321.0,28,6,2023
10,996.0,931.0,24.0,133.0,1502.0,811.0,6769.0,493.0,3377.0,28,6,2023
11,1009.0,937.0,29.0,140.0,1610.0,875.0,6853.0,493.0,3442.0,28,6,2023
12,1017.0,949.0,34.0,142.0,1654.0,949.0,6969.0,498.0,3486.0,28,6,2023
13,922.0,778.0,33.0,145.0,1518.0,933.0,5637.0,470.0,3398.0,28,6,2023
14,1003.0,948.0,35.0,152.0,1700.0,1021.0,7164.0,488.0,3496.0,28,6,2023
15,1012.0,927.0,34.0,156.0,1705.0,1052.0,7284.0,495.0,3462.0,28,6,2023
16,997.0,944.0,33.0,157.0,1719.0,1116.0,7367.0,490.0,3434.0,28,6,2023
17,999.0,930.0,31.0,153.0,1749.0,1113.0,7443.0,486.0,3408.0,28,6,2023
18,996.0,926.0,31.0,153.0,1722.0,1146.0,7502.0,489.0,3365.0,28,6,2023
19,999.0,924.0,30.0,148.0,1705.0,1140.0,7520.0,485.0,3355.0,28,6,2023
20,1004.0,919.0,30.0,151.0,1677.0,1141.0,7466.0,485.0,3338.0,28,6,2023
21,1000.0,922.0,26.0,148.0,1653.0,1116.0,7476.0,490.0,3328.0,28,6,2023
22,1006.0,904.0,26.0,140.0,1646.0,1092.0,7393.0,494.0,3284.0,28,6,2023
23,1010.0,909.0,26.0,138.0,1656.0,1047.0,7355.0,502.0,3280.0,28,6,2023
0,1009.0,904.0,25.0,140.0,1633.0,981.0,7254.0,514.0,3280.0,29,6,2023
1,1018.0,902.0,26.0,134.0,1604.0,929.0,7016.0,512.0,3284.0,29,6,2023
2,1028.0,893.0,25.0,130.0,1590.0,844.0,6933.0,518.0,3277.0,29,6,2023
3,1021.0,897.0,26.0,130.0,1575.0,795.0,6873.0,513.0,3285.0,29,6,2023
4,1017.0,911.0,25.0,133.0,1566.0,744.0,6797.0,515.0,3290.0,29,6,2023
5,1013.0,900.0,25.0,127.0,1545.0,712.0,6776.0,514.0,3292.0,29,6,2023
6,1004.0,919.0,25.0,128.0,1549.0,693.0,6799.0,510.0,3280.0,29,6,2023
7,992.0,928.0,25.0,126.0,1531.0,696.0,6809.0,510.0,3281.0,29,6,2023
8,1001.0,948.0,25.0,125.0,1528.0,725.0,6830.0,511.0,3283.0,29,6,2023
9,999.0,973.0,25.0,128.0,1530.0,789.0,6928.0,506.0,3307.0,29,6,2023
10,1003.0,987.0,25.0,137.0,1591.0,847.0,7019.0,505.0,3373.0,29,6,2023
11,989.0,975.0,30.0,152.0,1648.0,907.0,7073.0,493.0,3412.0,29,6,2023
12,1009.0,995.0,30.0,153.0,1737.0,974.0,7231.0,489.0,3478.0,29,6,2023
13,996.0,989.0,34.0,157.0,1739.0,1019.0,7280.0,481.0,3470.0,29,6,2023
14,991.0,1009.0,34.0,168.0,1775.0,1052.0,7355.0,468.0,3465.0,29,6,2023
15,990.0,1009.0,36.0,167.0,1776.0,1090.0,7518.0,467.0,3417.0,29,6,2023
16,992.0,1003.0,36.0,167.0,1804.0,1142.0,7733.0,476.0,3403.0,29,6,2023
17,990.0,1006.0,34.0,167.0,1819.0,1168.0,7838.0,469.0,3413.0,29,6,2023
18,995.0,1003.0,36.0,162.0,1788.0,1164.0,7892.0,473.0,3396.0,29,6,2023
19,989.0,1018.0,34.0,160.0,1726.0,1159.0,7876.0,470.0,3387.0,29,6,2023
20,995.0,1009.0,33.0,158.0,1665.0,1150.0,7807.0,470.0,3364.0,29,6,2023
21,1007.0,982.0,28.0,148.0,1635.0,1132.0,7693.0,470.0,3327.0,29,6,2023
22,1010.0,964.0,26.0,145.0,1610.0,1111.0,7625.0,470.0,3287.0,29,6,2023
23,999.0,954.0,26.0,153.0,1618.0,1076.0,7507.0,473.0,3281.0,29,6,2023
0,997.0,955.0,24.0,150.0,1605.0,1038.0,7385.0,478.0,3281.0,30,6,2023
1,991.0,956.0,23.0,149.0,1605.0,975.0,7237.0,491.0,3298.0,30,6,2023
2,1003.0,973.0,23.0,145.0,1592.0,875.0,7154.0,487.0,3294.0,30,6,2023
3,1001.0,973.0,25.0,141.0,1572.0,795.0,7038.0,492.0,3278.0,30,6,2023
4,1015.0,973.0,25.0,144.0,1547.0,740.0,6960.0,502.0,3265.0,30,6,2023
5,1010.0,980.0,26.0,142.0,1520.0,715.0,6950.0,493.0,3262.0,30,6,2023
6,997.0,982.0,26.0,137.0,1517.0,708.0,6904.0,492.0,3263.0,30,6,2023
7,1001.0,995.0,26.0,137.0,1510.0,704.0,6888.0,483.0,3267.0,30,6,2023
8,1002.0,1024.0,27.0,136.0,1502.0,723.0,6904.0,485.0,3271.0,30,6,2023
9,997.0,1026.0,27.0,139.0,1521.0,782.0,6959.0,477.0,3278.0,30,6,2023
10,1007.0,1034.0,26.0,140.0,1563.0,833.0,7068.0,487.0,3336.0,30,6,2023
11,1009.0,1060.0,28.0,151.0,1683.0,911.0,7306.0,487.0,3382.0,30,6,2023
12,1024.0,1051.0,28.0,158.0,1688.0,973.0,7510.0,485.0,3434.0,30,6,2023
13,1026.0,1033.0,28.0,169.0,1728.0,1041.0,7664.0,488.0,3456.0,30,6,2023
14,1017.0,1058.0,32.0,168.0,1726.0,1086.0,7820.0,491.0,3417.0,30,6,2023
15,1024.0,1025.0,34.0,168.0,1754.0,1130.0,8100.0,500.0,3397.0,30,6,2023
16,1032.0,1004.0,33.0,171.0,1730.0,1150.0,8268.0,497.0,3378.0,30,6,2023
17,1038.0,1000.0,31.0,161.0,1746.0,1165.0,8432.0,497.0,3342.0,30,6,2023
18,1030.0,977.0,30.0,158.0,1742.0,1193.0,8513.0,496.0,3349.0,30,6,2023
19,1028.0,954.0,26.0,153.0,1687.0,1185.0,8460.0,497.0,3315.0,30,6,2023
20,1034.0,931.0,27.0,150.0,1666.0,1174.0,8215.0,494.0,3300.0,30,6,2023
21,1034.0,930.0,25.0,153.0,1658.0,1156.0,8238.0,500.0,3279.0,30,6,2023
22,1046.0,936.0,25.0,157.0,1655.0,1134.0,8154.0,493.0,3257.0,30,6,2023
23,1057.0,933.0,26.0,154.0,1650.0,1118.0,8070.0,497.0,3229.0,30,6,2023
0,1049.0,947.0,26.0,158.0,1640.0,1078.0,7918.0,499.0,3234.0,1,7,2023
1,1049.0,941.0,24.0,156.0,1621.0,1011.0,7685.0,497.0,3238.0,1,7,2023
2,1053.0,930.0,23.0,150.0,1613.0,945.0,7539.0,502.0,3255.0,1,7,2023
3,1061.0,927.0,23.0,151.0,1589.0,864.0,7493.0,513.0,3272.0,1,7,2023
4,1059.0,911.0,23.0,146.0,1572.0,801.0,7370.0,514.0,3235.0,1,7,2023
5,1050.0,946.0,23.0,143.0,1575.0,761.0,7315.0,521.0,3236.0,1,7,2023
6,1044.0,943.0,23.0,141.0,1574.0,727.0,7294.0,516.0,3234.0,1,7,2023
7,1048.0,949.0,24.0,139.0,1562.0,721.0,7253.0,517.0,3236.0,1,7,2023
8,1035.0,973.0,24.0,141.0,1556.0,709.0,7273.0,516.0,3240.0,1,7,2023
9,1037.0,987.0,24.0,136.0,1555.0,752.0,7364.0,510.0,3236.0,1,7,2023
10,1032.0,1006.0,25.0,140.0,1581.0,812.0,7495.0,515.0,3240.0,1,7,2023
11,1026.0,1015.0,26.0,146.0,1606.0,883.0,7723.0,507.0,3284.0,1,7,2023
12,1022.0,993.0,26.0,148.0,1629.0,954.0,7843.0,497.0,3281.0,1,7,2023
13,997.0,947.0,26.0,149.0,1568.0,971.0,7721.0,472.0,3230.0,1,7,2023
14,1019.0,1004.0,26.0,149.0,1644.0,1076.0,8378.0,500.0,3277.0,1,7,2023
15,998.0,983.0,26.0,153.0,1670.0,1123.0,8773.0,493.0,3246.0,1,7,2023
16,1021.0,987.0,25.0,152.0,1746.0,1190.0,9222.0,508.0,3263.0,1,7,2023
17,1019.0,982.0,24.0,153.0,1747.0,1220.0,9458.0,503.0,3260.0,1,7,2023
18,1029.0,987.0,24.0,150.0,1758.0,1230.0,9590.0,503.0,3234.0,1,7,2023
19,1025.0,979.0,24.0,156.0,1757.0,1224.0,9486.0,512.0,3232.0,1,7,2023
20,1029.0,969.0,24.0,155.0,1745.0,1223.0,9246.0,513.0,3233.0,1,7,2023
21,1038.0,965.0,24.0,159.0,1759.0,1214.0,9050.0,517.0,3243.0,1,7,2023
22,1030.0,940.0,24.0,154.0,1707.0,1179.0,8699.0,519.0,3221.0,1,7,2023
23,1041.0,931.0,24.0,155.0,1679.0,1143.0,8476.0,513.0,3235.0,1,7,2023
0,1002.0,896.0,24.0,151.0,1598.0,1084.0,8122.0,493.0,3221.0,2,7,2023
1,1007.0,912.0,24.0,153.0,1627.0,1034.0,7919.0,509.0,3224.0,2,7,2023
2,1010.0,903.0,24.0,151.0,1622.0,947.0,7741.0,506.0,3213.0,2,7,2023
3,1006.0,896.0,24.0,149.0,1579.0,858.0,7539.0,502.0,3206.0,2,7,2023
4,1015.0,901.0,23.0,147.0,1540.0,799.0,7417.0,507.0,3208.0,2,7,2023
5,996.0,895.0,24.0,139.0,1518.0,748.0,7350.0,506.0,3212.0,2,7,2023
6,984.0,904.0,24.0,138.0,1503.0,718.0,7212.0,496.0,3188.0,2,7,2023
7,991.0,929.0,24.0,137.0,1495.0,722.0,7296.0,508.0,3194.0,2,7,2023
8,992.0,947.0,24.0,135.0,1513.0,714.0,7303.0,506.0,3193.0,2,7,2023
9,982.0,965.0,24.0,131.0,1503.0,735.0,7307.0,497.0,3171.0,2,7,2023
10,1011.0,991.0,24.0,140.0,1529.0,786.0,7471.0,503.0,3211.0,2,7,2023
11,1010.0,992.0,24.0,145.0,1554.0,859.0,7634.0,501.0,3235.0,2,7,2023
12,1007.0,964.0,24.0,142.0,1592.0,912.0,7780.0,499.0,3240.0,2,7,2023
13,1007.0,973.0,24.0,156.0,1637.0,979.0,8006.0,498.0,3247.0,2,7,2023
14,993.0,969.0,24.0,149.0,1615.0,1030.0,8237.0,496.0,3203.0,2,7,2023
15,990.0,967.0,22.0,148.0,1626.0,1073.0,8492.0,501.0,3198.0,2,7,2023
16,992.0,944.0,22.0,147.0,1624.0,1107.0,8624.0,505.0,3196.0,2,7,2023
17,987.0,926.0,22.0,141.0,1625.0,1135.0,8719.0,500.0,3179.0,2,7,2023
18,983.0,925.0,22.0,138.0,1630.0,1127.0,8736.0,494.0,3167.0,2,7,2023
19,982.0,912.0,23.0,135.0,1599.0,1148.0,8636.0,496.0,3163.0,2,7,2023
20,978.0,926.0,23.0,141.0,1582.0,1135.0,8579.0,491.0,3172.0,2,7,2023
21,981.0,933.0,23.0,137.0,1583.0,1130.0,8424.0,496.0,3169.0,2,7,2023
22,984.0,897.0,23.0,140.0,1575.0,1097.0,8267.0,503.0,3205.0,2,7,2023
23,986.0,883.0,24.0,142.0,1582.0,1058.0,8019.0,505.0,3195.0,2,7,2023
0,991.0,850.0,25.0,136.0,1558.0,1003.0,7794.0,506.0,3190.0,3,7,2023
1,994.0,856.0,23.0,134.0,1542.0,941.0,7538.0,507.0,3220.0,3,7,2023
2,991.0,863.0,23.0,135.0,1518.0,854.0,7308.0,500.0,3194.0,3,7,2023
3,990.0,857.0,23.0,130.0,1506.0,788.0,7208.0,514.0,3214.0,3,7,2023
4,983.0,846.0,22.0,131.0,1495.0,746.0,7126.0,502.0,3182.0,3,7,2023
5,984.0,836.0,22.0,123.0,1457.0,725.0,7041.0,503.0,3216.0,3,7,2023
6,971.0,812.0,22.0,117.0,1438.0,693.0,6936.0,488.0,3192.0,3,7,2023
7,946.0,800.0,24.0,118.0,1375.0,671.0,6742.0,471.0,3125.0,3,7,2023
8,969.0,859.0,23.0,117.0,1433.0,701.0,7051.0,501.0,3151.0,3,7,2023
9,976.0,876.0,23.0,118.0,1430.0,759.0,7110.0,512.0,3094.0,3,7,2023
10,983.0,893.0,23.0,123.0,1451.0,813.0,7226.0,506.0,3138.0,3,7,2023
11,976.0,889.0,24.0,133.0,1529.0,873.0,7355.0,500.0,3214.0,3,7,2023
12,980.0,889.0,26.0,138.0,1574.0,935.0,7528.0,506.0,3306.0,3,7,2023
13,983.0,905.0,25.0,146.0,1598.0,994.0,7763.0,505.0,3305.0,3,7,2023
14,981.0,922.0,24.0,144.0,1629.0,1043.0,7980.0,497.0,3292.0,3,7,2023
15,964.0,926.0,27.0,145.0,1621.0,1079.0,8181.0,495.0,3269.0,3,7,2023
16,970.0,934.0,30.0,138.0,1658.0,1107.0,8434.0,497.0,3240.0,3,7,2023
17,968.0,914.0,23.0,137.0,1654.0,1127.0,8633.0,484.0,3259.0,3,7,2023
18,960.0,908.0,23.0,137.0,1648.0,1163.0,8741.0,480.0,3256.0,3,7,2023
19,943.0,901.0,24.0,133.0,1644.0,1143.0,8761.0,476.0,3231.0,3,7,2023
20,953.0,893.0,23.0,134.0,1617.0,1144.0,8621.0,472.0,3236.0,3,7,2023
21,948.0,896.0,24.0,134.0,1582.0,1123.0,8434.0,477.0,3217.0,3,7,2023
22,938.0,871.0,23.0,135.0,1566.0,1110.0,8246.0,474.0,3202.0,3,7,2023
23,959.0,855.0,23.0,136.0,1582.0,1064.0,8090.0,489.0,3191.0,3,7,2023
0,956.0,859.0,23.0,131.0,1561.0,1006.0,7932.0,496.0,3190.0,4,7,2023
1,969.0,857.0,23.0,131.0,1542.0,946.0,7727.0,505.0,3191.0,4,7,2023
2,965.0,853.0,23.0,125.0,1538.0,873.0,7548.0,506.0,3199.0,4,7,2023
3,962.0,839.0,23.0,124.0,1493.0,801.0,7390.0,512.0,3218.0,4,7,2023
4,963.0,822.0,23.0,119.0,1470.0,753.0,7279.0,508.0,3202.0,4,7,2023
5,953.0,825.0,23.0,121.0,1453.0,715.0,7177.0,498.0,3201.0,4,7,2023
6,963.0,838.0,23.0,120.0,1437.0,697.0,7115.0,504.0,3195.0,4,7,2023
7,958.0,833.0,24.0,118.0,1431.0,687.0,7096.0,502.0,3184.0,4,7,2023
8,969.0,843.0,24.0,121.0,1445.0,685.0,7083.0,499.0,3182.0,4,7,2023
9,964.0,859.0,24.0,122.0,1453.0,730.0,7129.0,495.0,3201.0,4,7,2023
10,969.0,863.0,24.0,120.0,1474.0,783.0,7202.0,492.0,3201.0,4,7,2023
11,966.0,880.0,24.0,123.0,1505.0,840.0,7356.0,496.0,3222.0,4,7,2023
12,963.0,886.0,24.0,125.0,1567.0,902.0,7557.0,491.0,3248.0,4,7,2023
13,963.0,894.0,24.0,132.0,1571.0,960.0,7740.0,487.0,3243.0,4,7,2023
14,964.0,890.0,24.0,136.0,1562.0,1007.0,7958.0,480.0,3213.0,4,7,2023
15,953.0,886.0,25.0,136.0,1567.0,1056.0,8315.0,487.0,3180.0,4,7,2023
16,958.0,886.0,24.0,137.0,1599.0,1085.0,8513.0,479.0,3164.0,4,7,2023
17,956.0,881.0,24.0,140.0,1598.0,1102.0,8645.0,475.0,3154.0,4,7,2023
18,954.0,875.0,24.0,138.0,1584.0,1106.0,8691.0,471.0,3162.0,4,7,2023
19,946.0,850.0,25.0,137.0,1596.0,1127.0,8613.0,469.0,3163.0,4,7,2023
20,947.0,850.0,25.0,136.0,1578.0,1127.0,8348.0,471.0,3151.0,4,7,2023
21,955.0,871.0,25.0,135.0,1586.0,1141.0,8307.0,478.0,3148.0,4,7,2023
22,953.0,884.0,24.0,141.0,1585.0,1100.0,8173.0,482.0,3175.0,4,7,2023
23,958.0,869.0,24.0,135.0,1606.0,1081.0,8140.0,484.0,3180.0,4,7,2023
0,961.0,876.0,23.0,136.0,1604.0,1044.0,8018.0,482.0,3169.0,5,7,2023
1,964.0,855.0,23.0,132.0,1570.0,1015.0,7880.0,489.0,3169.0,5,7,2023
2,964.0,844.0,24.0,130.0,1569.0,961.0,7753.0,486.0,3199.0,5,7,2023
3,974.0,834.0,25.0,130.0,1509.0,867.0,7494.0,490.0,3223.0,5,7,2023
4,979.0,857.0,24.0,124.0,1464.0,795.0,7374.0,499.0,3216.0,5,7,2023
5,977.0,847.0,24.0,124.0,1433.0,763.0,7248.0,494.0,3206.0,5,7,2023
6,973.0,847.0,24.0,125.0,1432.0,720.0,7146.0,508.0,3195.0,5,7,2023
7,977.0,856.0,23.0,120.0,1423.0,707.0,7082.0,503.0,3177.0,5,7,2023
8,968.0,898.0,23.0,120.0,1429.0,702.0,7041.0,496.0,3181.0,5,7,2023
9,975.0,923.0,24.0,121.0,1472.0,765.0,7090.0,491.0,3222.0,5,7,2023
10,973.0,939.0,23.0,129.0,1490.0,839.0,7198.0,476.0,3272.0,5,7,2023
11,968.0,958.0,27.0,142.0,1600.0,890.0,7380.0,470.0,3324.0,5,7,2023
12,969.0,957.0,30.0,145.0,1626.0,976.0,7531.0,480.0,3381.0,5,7,2023
13,962.0,944.0,28.0,150.0,1613.0,1013.0,7658.0,472.0,3359.0,5,7,2023
14,964.0,973.0,32.0,157.0,1644.0,1063.0,7863.0,484.0,3337.0,5,7,2023
15,977.0,952.0,33.0,159.0,1707.0,1099.0,8154.0,486.0,3357.0,5,7,2023
16,977.0,968.0,31.0,162.0,1704.0,1131.0,8298.0,486.0,3353.0,5,7,2023
17,987.0,957.0,30.0,169.0,1713.0,1136.0,8312.0,473.0,3352.0,5,7,2023
18,982.0,906.0,31.0,160.0,1655.0,1145.0,8264.0,474.0,3344.0,5,7,2023
19,977.0,913.0,30.0,157.0,1632.0,1145.0,8267.0,472.0,3327.0,5,7,2023
20,982.0,946.0,28.0,157.0,1593.0,1158.0,8246.0,474.0,3291.0,5,7,2023
21,979.0,922.0,26.0,154.0,1570.0,1129.0,8090.0,461.0,3269.0,5,7,2023
22,988.0,914.0,26.0,148.0,1571.0,1083.0,7900.0,470.0,3271.0,5,7,2023
23,994.0,924.0,24.0,146.0,1573.0,1051.0,7795.0,472.0,3283.0,5,7,2023
0,989.0,925.0,25.0,142.0,1567.0,994.0,7663.0,473.0,3292.0,6,7,2023
1,993.0,913.0,24.0,141.0,1564.0,937.0,7401.0,473.0,3291.0,6,7,2023
2,985.0,937.0,25.0,148.0,1569.0,851.0,7293.0,480.0,3282.0,6,7,2023
3,980.0,957.0,24.0,144.0,1541.0,771.0,7171.0,483.0,3289.0,6,7,2023
4,989.0,956.0,23.0,145.0,1537.0,733.0,7126.0,489.0,3295.0,6,7,2023
5,981.0,943.0,23.0,144.0,1512.0,714.0,7040.0,480.0,3269.0,6,7,2023
6,977.0,964.0,23.0,146.0,1536.0,717.0,7032.0,473.0,3249.0,6,7,2023
7,975.0,990.0,23.0,143.0,1521.0,713.0,7069.0,473.0,3248.0,6,7,2023
8,969.0,1028.0,23.0,148.0,1567.0,744.0,7104.0,477.0,3254.0,6,7,2023
9,962.0,1040.0,25.0,146.0,1570.0,798.0,7137.0,481.0,3261.0,6,7,2023
10,961.0,1029.0,26.0,148.0,1606.0,852.0,7252.0,480.0,3288.0,6,7,2023
11,976.0,1057.0,28.0,164.0,1694.0,947.0,7405.0,485.0,3372.0,6,7,2023
12,982.0,1047.0,30.0,170.0,1770.0,1016.0,7565.0,481.0,3417.0,6,7,2023
13,980.0,1070.0,30.0,180.0,1792.0,1061.0,7706.0,484.0,3432.0,6,7,2023
14,985.0,1045.0,32.0,175.0,1793.0,1091.0,7852.0,482.0,3411.0,6,7,2023
15,978.0,1060.0,34.0,177.0,1807.0,1120.0,8061.0,476.0,3391.0,6,7,2023
16,975.0,1055.0,34.0,174.0,1785.0,1166.0,8205.0,468.0,3374.0,6,7,2023
17,971.0,1070.0,32.0,170.0,1774.0,1184.0,8303.0,467.0,3345.0,6,7,2023
18,965.0,1057.0,34.0,171.0,1709.0,1201.0,8350.0,472.0,3347.0,6,7,2023
19,964.0,1029.0,29.0,167.0,1677.0,1191.0,8395.0,463.0,3334.0,6,7,2023
20,970.0,1027.0,32.0,164.0,1645.0,1189.0,8241.0,463.0,3312.0,6,7,2023
21,980.0,1015.0,29.0,161.0,1629.0,1159.0,8039.0,463.0,3288.0,6,7,2023
22,995.0,1009.0,29.0,164.0,1605.0,1116.0,7871.0,456.0,3260.0,6,7,2023
23,993.0,1017.0,28.0,161.0,1563.0,1090.0,7746.0,461.0,3262.0,6,7,2023
0,988.0,999.0,26.0,159.0,1567.0,1033.0,7547.0,466.0,3268.0,7,7,2023
1,990.0,1010.0,26.0,157.0,1587.0,965.0,7328.0,466.0,3255.0,7,7,2023
2,989.0,1026.0,26.0,152.0,1554.0,859.0,7211.0,470.0,3272.0,7,7,2023
3,999.0,1032.0,27.0,148.0,1543.0,803.0,7173.0,470.0,3272.0,7,7,2023
4,995.0,1012.0,25.0,149.0,1509.0,758.0,7079.0,473.0,3269.0,7,7,2023
5,998.0,986.0,25.0,148.0,1507.0,721.0,7062.0,470.0,3259.0,7,7,2023
6,1013.0,985.0,25.0,143.0,1494.0,718.0,7058.0,476.0,3266.0,7,7,2023
7,1017.0,1007.0,27.0,137.0,1470.0,721.0,7052.0,476.0,3261.0,7,7,2023
8,1011.0,1031.0,26.0,137.0,1468.0,724.0,7083.0,471.0,3272.0,7,7,2023
9,1012.0,1059.0,28.0,134.0,1479.0,799.0,7105.0,466.0,3285.0,7,7,2023
10,1024.0,1072.0,27.0,145.0,1537.0,860.0,7159.0,475.0,3345.0,7,7,2023
11,1015.0,1099.0,28.0,154.0,1629.0,930.0,7278.0,474.0,3391.0,7,7,2023
12,1021.0,1097.0,31.0,155.0,1665.0,993.0,7401.0,477.0,3428.0,7,7,2023
13,1021.0,1110.0,30.0,165.0,1694.0,1056.0,7566.0,471.0,3423.0,7,7,2023
14,1027.0,1096.0,33.0,163.0,1716.0,1113.0,7831.0,476.0,3389.0,7,7,2023
15,1015.0,1078.0,34.0,165.0,1711.0,1140.0,8082.0,476.0,3378.0,7,7,2023
16,1016.0,1060.0,34.0,167.0,1680.0,1184.0,8322.0,486.0,3361.0,7,7,2023
17,1012.0,1059.0,32.0,167.0,1695.0,1205.0,8405.0,487.0,3346.0,7,7,2023
18,1018.0,1032.0,33.0,170.0,1688.0,1226.0,8520.0,491.0,3346.0,7,7,2023
19,1003.0,1017.0,32.0,167.0,1646.0,1223.0,8493.0,486.0,3329.0,7,7,2023
20,1003.0,998.0,29.0,160.0,1627.0,1228.0,8403.0,491.0,3289.0,7,7,2023
21,1010.0,988.0,26.0,154.0,1623.0,1201.0,8278.0,489.0,3271.0,7,7,2023
22,989.0,961.0,27.0,147.0,1517.0,1143.0,7937.0,475.0,3226.0,7,7,2023
23,1008.0,931.0,26.0,153.0,1556.0,1140.0,7818.0,494.0,3229.0,7,7,2023
0,1014.0,935.0,26.0,149.0,1558.0,1079.0,7620.0,499.0,3234.0,8,7,2023
1,1000.0,919.0,26.0,152.0,1533.0,999.0,7467.0,490.0,3223.0,8,7,2023
2,1003.0,905.0,27.0,144.0,1529.0,912.0,7272.0,492.0,3222.0,8,7,2023
3,1007.0,927.0,27.0,141.0,1506.0,837.0,7145.0,495.0,3234.0,8,7,2023
4,1000.0,925.0,27.0,146.0,1501.0,788.0,7080.0,492.0,3247.0,8,7,2023
5,1016.0,935.0,27.0,145.0,1491.0,755.0,7040.0,496.0,3251.0,8,7,2023
6,1006.0,925.0,26.0,140.0,1493.0,732.0,7023.0,499.0,3243.0,8,7,2023
7,1020.0,942.0,26.0,140.0,1481.0,717.0,6976.0,497.0,3237.0,8,7,2023
8,1020.0,944.0,26.0,140.0,1466.0,716.0,7008.0,489.0,3244.0,8,7,2023
9,1012.0,962.0,27.0,137.0,1467.0,745.0,7072.0,481.0,3233.0,8,7,2023
10,1016.0,966.0,27.0,143.0,1476.0,806.0,7223.0,488.0,3258.0,8,7,2023
11,1001.0,989.0,27.0,148.0,1528.0,877.0,7416.0,481.0,3292.0,8,7,2023
12,1003.0,1008.0,27.0,150.0,1604.0,956.0,7605.0,480.0,3320.0,8,7,2023
13,998.0,1010.0,29.0,152.0,1610.0,1016.0,7802.0,477.0,3300.0,8,7,2023
14,995.0,1040.0,28.0,151.0,1630.0,1062.0,8091.0,470.0,3273.0,8,7,2023
15,987.0,1009.0,28.0,151.0,1653.0,1121.0,8455.0,470.0,3245.0,8,7,2023
16,983.0,969.0,27.0,148.0,1665.0,1166.0,8752.0,466.0,3223.0,8,7,2023
17,972.0,980.0,27.0,148.0,1652.0,1190.0,8951.0,465.0,3212.0,8,7,2023
