date,group_id,group,<2 sec,2-5 sec,5-10 sec,10-30 sec,30-60 sec,1-2 min,2-5 min,5-10 min,10-30 min,30-60 min,1-2 hour,2-5 hour,5-10 hour,10-15 hour,15-20 hour,20-24 hour
2023-03-30,6,Cargo,13,5,127,658,1185,160577,119398,13183,1671,273,108,61,26,6,6,0
2023-03-30,7,Passenger,31,59,544,3814,6416,868163,214794,32000,5787,775,323,197,95,47,5,2
2023-03-30,8,Fishing,49,24,255,1664,2603,351604,192665,16172,2386,425,151,93,44,10,5,1
2023-03-31,0,Not Available,41,48,405,2387,3883,527486,99023,15177,3847,540,250,138,108,52,17,4
2023-03-31,1,Other,70,17,70,1067,2034,283230,1276390,284321,54229,6175,1756,832,240,123,48,10
2023-03-31,2,Tanker,0,0,3,34,52,7092,7133,691,81,11,7,6,3,0,0,0
2023-03-31,3,Military,32,17,108,1024,1733,241552,169311,25723,6251,944,347,187,53,11,7,2
2023-03-31,4,Pleasure Craft,145,109,1950,14030,22650,3037022,250207,27558,8821,1040,459,259,139,50,11,1
2023-03-31,5,Tug Tow,0,3,59,384,593,83833,9622,1655,329,32,21,14,9,4,3,0
2023-03-31,6,Cargo,9,6,118,869,1367,187485,113237,12980,2466,373,203,147,39,15,14,3
2023-03-31,7,Passenger,34,53,557,3785,6257,860581,208775,31477,6891,860,318,240,93,27,19,4
2023-03-31,8,Fishing,47,17,272,1631,2659,351333,193963,17032,3293,448,202,126,50,22,4,1
2023-04-01,0,Not Available,113,76,486,2853,4318,505010,105143,16469,3531,733,262,139,82,57,30,2
2023-04-01,1,Other,193,88,102,1187,2517,303425,1326524,302783,51467,5489,1765,812,246,125,59,7
2023-04-01,2,Tanker,0,3,6,33,48,5710,7559,619,62,19,3,1,2,0,1,0
2023-04-01,3,Military,41,16,135,1140,1847,242028,174448,27530,5714,836,304,155,64,15,6,2
2023-04-01,4,Pleasure Craft,223,144,2264,14859,21731,2969662,258822,27710,5546,1186,415,245,134,41,11,1
2023-04-01,5,Tug Tow,6,0,61,392,604,80554,10916,1608,251,57,19,15,3,2,3,0
2023-04-01,6,Cargo,56,24,203,1182,1688,203303,116917,13263,2003,463,178,105,50,13,6,0
2023-04-01,7,Passenger,134,110,701,4386,6518,833798,213564,33347,6312,989,363,221,84,32,15,1
2023-04-01,8,Fishing,115,54,364,1970,3017,353886,199733,18795,3068,662,222,140,73,20,7,1
2023-04-02,0,Not Available,54,60,456,2647,4071,519501,101830,17448,3593,711,258,140,80,63,33,3
2023-04-02,1,Other,107,60,96,1265,2409,344120,1256564,319937,59536,5886,1926,893,315,124,65,20
2023-04-02,2,Tanker,0,0,7,27,41,4331,7441,800,44,9,4,1,1,1,0,0
2023-04-02,3,Military,49,19,121,996,1829,242520,167665,26150,5716,870,319,157,44,19,7,3
2023-04-02,4,Pleasure Craft,157,158,2239,14469,21752,2935080,251459,32716,5876,1096,461,275,138,41,13,1
2023-04-02,5,Tug Tow,5,1,57,361,606,80421,11177,1750,272,44,21,7,5,3,3,0
2023-04-02,6,Cargo,42,21,240,1201,1752,206728,109631,14771,2129,485,199,102,37,8,7,0
2023-04-02,7,Passenger,72,79,640,3918,5999,805912,206482,34723,6204,944,361,228,78,30,9,2
2023-04-02,8,Fishing,89,40,339,2038,3281,390656,185522,20697,3203,719,292,174,50,15,11,1
2023-04-03,0,Not Available,30,41,355,2412,4014,518101,105405,16863,3359,531,198,154,96,60,21,5
2023-04-03,1,Other,45,18,107,1163,2498,330506,1300403,304987,53517,5499,1920,965,261,103,36,24
2023-04-03,2,Tanker,0,1,4,19,37,4897,7459,732,86,9,3,8,3,0,0,0
2023-04-03,3,Military,22,21,120,1016,2061,263539,159356,24509,5342,891,384,189,63,24,7,1
2023-04-03,4,Pleasure Craft,96,99,1937,14552,23432,3020008,259089,27835,5679,981,509,329,140,45,22,3
2023-04-03,5,Tug Tow,1,2,64,420,688,87691,11431,1762,342,84,28,19,7,6,0,0
2023-04-03,6,Cargo,11,8,163,1066,1927,242089,113453,12721,2305,515,277,177,71,18,6,1
2023-04-03,7,Passenger,36,39,546,3935,6315,834588,204723,32634,6957,1036,474,311,149,44,10,2
2023-04-03,8,Fishing,42,22,258,1751,2998,381689,203806,19013,3685,720,335,240,95,24,5,1
2023-04-04,0,Not Available,16,61,366,2467,3554,523470,99822,17331,3530,545,223,153,118,58,34,5
2023-04-04,1,Other,35,6,88,1154,2330,332652,1273536,302995,55238,5519,1916,929,319,124,52,14
2023-04-04,2,Tanker,0,2,2,27,40,6167,6449,679,38,6,8,8,3,1,0,0
2023-04-04,3,Military,30,17,127,1139,2102,296553,159083,25252,5844,980,421,250,83,27,9,1
2023-04-04,4,Pleasure Craft,101,107,2176,14306,20415,3022298,260151,32135,6246,1047,497,366,146,59,24,3
2023-04-04,5,Tug Tow,3,2,70,417,618,92597,10832,1966,352,57,26,23,20,4,3,1
2023-04-04,6,Cargo,13,4,215,1166,1681,252197,114483,14961,2590,449,210,136,70,29,10,0
2023-04-04,7,Passenger,37,41,576,4126,6092,909469,207108,34383,6512,904,446,301,161,39,33,10
2023-04-04,8,Fishing,30,9,286,1919,2729,405898,197301,19944,3292,578,273,177,88,35,11,6
2023-04-05,0,Not Available,32,50,428,2266,3790,518276,100878,18364,3737,613,250,134,108,54,22,1
2023-04-05,1,Other,64,22,88,1022,2187,312020,1230108,317410,60127,6179,2120,924,251,105,45,15
2023-04-05,2,Tanker,1,0,5,27,53,7780,6275,625,46,12,6,16,1,1,0,0
2023-04-05,3,Military,36,10,118,1054,2032,271938,160832,27075,6111,951,370,201,60,15,12,2
2023-04-05,4,Pleasure Craft,138,132,2079,12879,20349,2911018,275605,36683,6609,1164,515,337,149,54,22,2
2023-04-05,5,Tug Tow,1,4,53,380,622,85716,12838,2131,321,74,31,16,11,6,4,0
2023-04-05,6,Cargo,14,8,175,851,1453,205019,117630,17546,2908,474,223,158,49,23,14,0
2023-04-05,7,Passenger,34,74,614,3631,6027,856580,215936,38519,7428,996,393,239,94,77,14,0
2023-04-05,8,Fishing,44,16,335,1737,2782,385824,192719,22442,3531,616,300,198,53,33,13,2
2023-04-06,0,Not Available,38,63,434,2413,3737,516043,92966,17684,3812,663,229,179,114,51,24,5
2023-04-06,1,Other,88,27,102,1114,2245,310208,1248516,310799,57811,5993,2031,889,231,102,43,16
2023-04-06,2,Tanker,3,3,7,58,91,11591,5992,709,84,25,3,4,3,0,0,0
2023-04-06,3,Military,36,19,147,988,1874,254192,156353,26834,5592,886,354,209,64,38,12,1
2023-04-06,4,Pleasure Craft,128,121,2181,14546,20580,2953493,253643,33628,6262,1094,522,331,165,58,26,2
2023-04-06,5,Tug Tow,4,5,61,374,569,82035,11400,2035,343,73,26,19,7,3,0,1
2023-04-06,6,Cargo,14,4,116,704,1075,147431,120204,13650,2012,374,154,99,43,10,5,1
2023-04-06,7,Passenger,55,60,543,3814,5694,803890,204817,35905,6733,945,377,240,119,55,14,2
2023-04-06,8,Fishing,55,18,333,1765,2728,367483,188930,20057,3035,542,184,137,46,17,6,5
2023-04-07,0,Not Available,33,40,401,2622,3884,540165,97187,16164,3378,509,194,126,116,56,24,5
2023-04-07,1,Other,52,14,107,1136,2413,339710,1330821,306738,53058,5629,1934,907,269,131,43,14
2023-04-07,2,Tanker,1,1,6,45,76,10103,5717,630,70,6,0,4,0,2,0,0
2023-04-07,3,Military,18,6,109,1012,1860,248199,159713,23645,4659,708,357,218,59,30,11,1
2023-04-07,4,Pleasure Craft,111,113,2096,14351,22715,3040422,247154,25849,5178,1052,476,321,158,51,16,5
2023-04-07,5,Tug Tow,3,4,64,400,600,83989,10777,1896,349,65,21,16,9,6,2,0
2023-04-07,6,Cargo,12,4,137,808,1305,175298,122335,11972,1613,294,144,91,30,6,4,0
2023-04-07,7,Passenger,33,46,511,3745,5834,797033,206469,31016,5999,798,350,216,98,53,10,3
2023-04-07,8,Fishing,41,18,303,1756,2788,368399,197455,15821,2588,486,180,127,44,14,7,2
2023-04-08,0,Not Available,27,49,356,2488,3970,525591,98559,15938,3097,521,224,128,79,78,33,8
2023-04-08,1,Other,49,14,81,1173,2435,341548,1357267,309832,52889,5683,1947,916,288,153,72,13
2023-04-08,2,Tanker,0,0,1,29,37,5189,6737,624,64,4,0,0,1,0,0,0
2023-04-08,3,Military,15,16,127,1025,1781,238468,158669,22629,4268,685,284,160,78,32,6,4
2023-04-08,4,Pleasure Craft,96,100,1972,14146,22633,2978944,249807,25119,5018,963,480,280,128,46,16,1
2023-04-08,5,Tug Tow,4,3,55,384,629,81131,10353,1672,282,65,21,10,9,3,1,1
2023-04-08,6,Cargo,9,12,116,792,1275,168803,121174,11791,1683,316,134,77,21,10,9,2
2023-04-08,7,Passenger,31,43,482,3428,5657,738804,201996,29544,5181,699,346,217,96,45,18,3
2023-04-08,8,Fishing,44,31,260,1698,2661,346558,198980,16835,2554,501,219,126,39,16,8,3
2023-04-09,0,Not Available,70,74,409,2429,4006,491143,99341,16083,3340,680,189,153,93,64,26,5
2023-04-09,1,Other,162,70,126,1090,2228,293097,1303504,316920,56883,5767,1999,898,271,116,49,7
2023-04-09,2,Tanker,1,2,3,45,62,5940,6152,601,61,21,3,1,1,1,0,0
2023-04-09,3,Military,32,9,133,1066,1797,236406,156371,23122,4498,663,237,143,56,18,5,3
2023-04-09,4,Pleasure Craft,173,98,1971,13819,22770,2936774,248276,25622,4966,1046,389,292,114,40,15,4
2023-04-09,5,Tug Tow,2,3,41,375,629,83669,10216,1721,325,68,24,19,6,4,0,0
2023-04-09,6,Cargo,89,32,171,1016,1587,168132,120332,11916,1909,435,156,84,25,8,0,2
2023-04-09,7,Passenger,103,74,480,3417,5552,698887,207099,30454,5550,863,283,192,96,39,13,6
2023-04-09,8,Fishing,104,52,372,1910,3097,346893,193251,18106,2779,693,230,149,49,19,5,1
2023-04-10,0,Not Available,32,37,371,2512,3819,525598,100868,15963,3220,463,216,135,107,55,20,1
2023-04-10,1,Other,50,9,97,1019,2039,279228,1343227,308325,51797,5248,1845,918,247,90,34,9
2023-04-10,2,Tanker,0,0,4,39,72,8341,6405,602,53,4,2,4,1,0,0,0
2023-04-10,3,Military,13,12,141,1179,2125,294109,165092,25914,5417,878,362,219,75,20,9,1
2023-04-10,4,Pleasure Craft,81,83,1987,14147,22079,3002039,251006,24840,4830,936,464,379,142,32,9,0
2023-04-10,5,Tug Tow,2,2,49,388,688,85717,10881,1786,309,69,28,20,14,0,2,0
2023-04-10,6,Cargo,18,9,152,815,1330,173597,121233,10920,1524,288,141,68,14,5,1,0
2023-04-10,7,Passenger,30,47,536,3487,5710,764416,208049,30508,5700,822,371,273,113,24,9,4
2023-04-10,8,Fishing,37,29,313,1799,2844,361451,205413,16844,2394,443,175,91,21,9,5,0
2023-04-11,0,Not Available,77,81,400,2692,4187,517391,99218,15989,3364,644,203,149,117,55,21,2
2023-04-11,1,Other,174,44,110,1147,2277,293133,1333252,308636,53776,5601,1908,829,261,93,37,7
2023-04-11,2,Tanker,4,2,7,24,48,5330,6762,934,95,18,4,2,1,0,2,0
2023-04-11,3,Military,37,17,163,1473,2756,368479,195386,31674,5808,837,295,175,80,39,0,2
2023-04-11,4,Pleasure Craft,133,134,2205,15267,23032,3080233,249020,25453,4866,1185,456,314,134,43,13,0
2023-04-11,5,Tug Tow,5,3,70,410,631,85752,10575,1450,285,54,30,20,8,3,2,1
2023-04-11,6,Cargo,98,47,213,1176,1784,170178,117905,11340,1484,528,156,56,23,1,3,0
2023-04-11,7,Passenger,70,87,633,4103,6305,805151,210201,31467,5590,961,336,221,102,49,19,2
2023-04-11,8,Fishing,125,55,431,2162,3255,361562,202867,16238,2208,700,200,95,31,6,3,0
2023-04-12,0,Not Available,39,53,402,2420,3988,523380,96949,15188,3397,490,217,120,113,49,24,3
2023-04-12,1,Other,54,11,93,1109,2251,319125,1332773,314844,55257,5472,1830,831,237,83,31,10
2023-04-12,2,Tanker,1,2,5,34,42,6568,6764,954,113,12,2,4,2,0,2,0
2023-04-12,3,Military,21,11,135,1220,2254,308473,174366,28115,5517,844,322,207,70,25,5,3
2023-04-12,4,Pleasure Craft,98,125,2107,15105,22635,3090507,249017,25940,4903,981,421,311,158,53,10,2
2023-04-12,5,Tug Tow,7,4,70,433,667,92896,10788,1617,287,57,27,17,6,5,2,0
2023-04-12,6,Cargo,31,12,140,951,1474,169668,110171,11990,1651,412,172,98,23,7,2,0
2023-04-12,7,Passenger,41,59,533,3853,6035,809100,216425,33048,5920,780,314,236,110,48,13,2
2023-04-12,8,Fishing,73,36,335,1839,2860,360320,204935,17607,2624,576,253,143,25,11,4,2
2023-04-13,0,Not Available,23,44,384,2507,3837,525324,93716,15900,3458,546,234,152,109,51,27,3
2023-04-13,1,Other,51,9,91,1251,2349,348107,1331325,316998,55928,5533,1915,972,309,127,45,16
2023-04-13,2,Tanker,0,0,6,27,32,5452,7193,1083,96,10,4,1,0,1,1,0
2023-04-13,3,Military,21,14,156,1295,2373,323011,170236,28113,5344,751,330,188,59,25,8,4
2023-04-13,4,Pleasure Craft,101,113,2210,14528,22493,3095223,249362,26821,4912,992,440,300,163,46,8,2
2023-04-13,5,Tug Tow,2,2,64,438,656,89927,10080,1786,411,98,38,17,4,4,5,1
2023-04-13,6,Cargo,7,4,130,778,1127,158304,107300,13077,2081,395,184,99,31,9,4,2
2023-04-13,7,Passenger,32,47,604,3712,5968,816655,216283,31140,5729,860,398,245,118,50,11,1
2023-04-13,8,Fishing,42,12,312,1681,2865,381158,199217,17668,2692,456,234,126,63,14,9,7
2023-04-14,0,Not Available,39,63,388,2615,4071,553724,100174,16314,3542,522,231,161,120,60,33,4
2023-04-14,1,Other,47,12,119,1337,2856,396204,1360587,318836,57474,5832,2092,1088,368,151,77,14
2023-04-14,2,Tanker,0,1,2,16,30,4330,7537,1049,108,13,4,2,1,0,0,0
2023-04-14,3,Military,19,12,130,1340,2576,344969,169373,27929,5779,823,338,213,122,42,6,2
2023-04-14,4,Pleasure Craft,107,109,2064,14595,22891,3099419,242262,25041,5208,1025,467,320,125,50,19,2
2023-04-14,5,Tug Tow,2,1,63,399,732,96385,11318,1720,486,141,59,27,9,4,1,0
2023-04-14,6,Cargo,25,7,156,952,1420,191117,114690,12602,2119,412,198,136,47,12,4,3
2023-04-14,7,Passenger,33,57,575,3752,6111,830829,213128,32133,6838,1057,448,272,151,62,11,4
2023-04-14,8,Fishing,44,18,347,1912,3039,404006,199069,17754,3159,577,275,199,65,22,11,2
2023-04-15,0,Not Available,73,67,446,2676,3990,507221,93865,15998,3504,741,371,662,126,91,27,11
2023-04-15,1,Other,173,61,127,1547,2929,425344,1236336,305198,55102,5869,3155,5026,425,163,84,13
2023-04-15,2,Tanker,2,0,0,6,22,2269,6808,1009,99,13,5,23,0,1,0,0
2023-04-15,3,Military,48,19,163,1287,2289,307937,148176,25438,6377,1189,718,851,117,28,11,1
2023-04-15,4,Pleasure Craft,200,119,2003,13443,20625,2752959,230405,27437,5983,1274,796,2423,148,59,18,1
2023-04-15,5,Tug Tow,7,5,69,425,628,81168,10445,1667,354,80,50,92,9,8,2,0
2023-04-15,6,Cargo,65,32,170,1130,1616,187937,101743,14151,2507,521,276,585,63,14,6,2
2023-04-15,7,Passenger,106,93,542,3953,6005,758672,192212,30590,6274,1074,651,1404,175,41,15,1
2023-04-15,8,Fishing,103,30,353,1981,2971,362790,181491,18910,3071,695,398,882,97,14,8,1
2023-04-16,0,Not Available,79,57,438,2771,4253,545725,99929,17190,3643,727,246,160,109,74,24,4
2023-04-16,1,Other,253,76,119,1464,3075,416935,1359045,328342,60369,6735,2437,1211,402,146,78,13
2023-04-16,2,Tanker,0,0,3,13,27,3230,7685,1132,106,11,1,2,1,2,0,0
2023-04-16,3,Military,52,10,138,1250,2314,302615,159723,26477,5991,1047,446,219,78,30,12,2
2023-04-16,4,Pleasure Craft,127,131,2036,13421,21904,2963762,250516,26406,5219,1092,432,303,143,42,18,2
2023-04-16,5,Tug Tow,2,5,64,389,604,83248,11337,1782,333,67,44,12,8,3,2,1
2023-04-16,6,Cargo,46,31,205,1016,1777,211445,118800,13535,2297,568,187,129,41,14,9,1
2023-04-16,7,Passenger,80,62,569,3944,6371,832772,216145,32100,6355,1071,390,284,114,34,8,4
2023-04-16,8,Fishing,141,46,403,2102,3402,401008,198070,17496,3190,755,281,147,49,18,7,1
2023-04-17,0,Not Available,54,49,359,2540,4121,529507,97183,15957,3014,550,319,144,116,50,20,2
2023-04-17,1,Other,55,15,98,1109,2244,312562,1329465,313253,56002,6035,3441,1123,347,102,37,11
2023-04-17,2,Tanker,0,4,4,34,48,6456,7575,1114,113,9,7,1,1,0,1,0
2023-04-17,3,Military,28,12,146,1177,2278,302871,165693,26522,5497,888,646,203,67,32,4,1
2023-04-17,4,Pleasure Craft,100,97,1924,13588,22797,3016470,248469,24848,4759,976,685,295,159,48,14,1
2023-04-17,5,Tug Tow,4,3,51,419,608,85657,12195,1757,272,56,26,15,5,2,0,1
2023-04-17,6,Cargo,25,8,128,856,1385,174747,118383,12616,2350,514,264,138,39,32,16,2
2023-04-17,7,Passenger,29,64,562,3574,6136,802321,201550,29384,5620,810,507,240,126,38,13,6
2023-04-17,8,Fishing,28,13,255,1603,2739,356941,200798,15833,2811,581,400,182,64,25,12,2
2023-04-18,0,Not Available,56,58,424,2651,4042,527278,96308,16244,3692,728,395,184,118,52,14,5
2023-04-18,1,Other,74,21,98,1141,2235,315502,1330391,311376,54858,5827,3212,1043,330,114,28,6
2023-04-18,2,Tanker,6,1,7,31,58,7406,7399,1083,84,25,13,5,1,1,0,0
2023-04-18,3,Military,29,13,144,1337,2258,314742,165306,26314,5802,921,635,225,94,26,13,3
2023-04-18,4,Pleasure Craft,145,121,2285,14517,22270,3040099,249916,26607,5382,1096,764,332,139,46,16,4
2023-04-18,5,Tug Tow,7,3,62,443,699,96052,12417,1813,364,63,45,21,8,5,1,0
2023-04-18,6,Cargo,44,10,165,1061,1506,205799,127359,13170,2621,684,352,191,53,10,1,1
2023-04-18,7,Passenger,44,71,552,3813,5981,812341,209060,32976,7580,1295,675,359,129,42,16,3
2023-04-18,8,Fishing,69,26,346,1813,2723,359123,203826,18352,3757,931,574,262,71,15,2,1
2023-04-19,0,Not Available,72,78,482,2630,4433,543270,100419,17096,3780,741,263,165,109,51,17,3
2023-04-19,1,Other,107,34,107,1249,2657,353975,1350621,314266,56850,6368,2129,947,293,110,33,15
2023-04-19,2,Tanker,6,5,9,39,71,5704,6827,990,92,23,8,4,3,0,0,0
2023-04-19,3,Military,37,12,163,1282,2427,323044,166945,27577,6596,1124,412,218,99,20,6,0
2023-04-19,4,Pleasure Craft,139,173,2097,14136,23527,3055193,260605,28015,6019,1256,487,324,149,47,11,2
2023-04-19,5,Tug Tow,3,7,78,468,816,103289,12741,1807,382,88,30,18,5,5,3,0
2023-04-19,6,Cargo,18,12,163,1000,1690,220307,125991,13756,2465,487,217,159,41,8,7,0
2023-04-19,7,Passenger,75,82,531,4074,6872,886856,223516,35275,7168,1050,429,312,87,35,24,5
2023-04-19,8,Fishing,77,39,295,1950,3074,369070,201281,17794,3372,681,317,207,79,19,4,0
2023-04-20,0,Not Available,127,100,473,2907,4475,543662,102791,17244,3938,810,268,151,110,73,18,6
2023-04-20,1,Other,257,109,128,1349,2832,365067,1365089,314975,56165,6257,2131,1064,332,115,38,7
2023-04-20,2,Tanker,8,0,2,33,52,5779,6814,996,117,28,11,10,0,0,0,0
2023-04-20,3,Military,43,20,181,1364,2459,328791,168339,27521,6478,1140,471,226,76,27,15,5
2023-04-20,4,Pleasure Craft,181,161,2163,14984,23080,3011650,259571,30243,7112,1401,545,348,162,56,10,3
2023-04-20,5,Tug Tow,15,6,78,541,808,101369,13022,1855,302,75,23,11,5,5,0,0
2023-04-20,6,Cargo,66,26,191,1134,1836,212599,121178,12956,2160,481,181,94,43,8,4,1
2023-04-20,7,Passenger,107,83,652,4322,6788,875533,219921,37156,7985,1194,464,259,123,68,19,1
2023-04-20,8,Fishing,174,52,426,2279,3554,391538,201723,18254,3421,895,255,153,40,18,3,2
2023-04-21,0,Not Available,102,79,491,2901,4484,566722,104590,17590,3611,766,251,166,136,63,21,5
2023-04-21,1,Other,155,55,124,1564,3284,433426,1370920,327600,59049,6215,2065,1031,332,106,44,8
2023-04-21,2,Tanker,4,3,6,40,70,6493,6044,1081,137,23,8,3,3,0,0,0
2023-04-21,3,Military,35,13,152,1412,2557,344865,173190,29811,6685,1050,472,243,64,21,8,2
2023-04-21,4,Pleasure Craft,180,154,2151,14426,22288,2999928,258653,28376,5795,1300,501,374,162,55,17,3
2023-04-21,5,Tug Tow,14,4,85,510,730,96812,12770,1956,315,66,23,14,6,3,2,0
2023-04-21,6,Cargo,37,15,112,913,1432,178258,125302,12816,2043,508,191,120,37,8,2,0
2023-04-21,7,Passenger,73,47,572,4048,6219,845264,215066,35449,6985,1119,455,335,128,42,11,2
2023-04-21,8,Fishing,99,52,456,2309,3790,426270,201620,17403,2882,794,282,149,35,6,3,0
2023-04-22,0,Not Available,95,60,470,2858,4357,540752,102431,17221,4179,888,293,147,115,84,31,8
2023-04-22,1,Other,239,118,145,1619,3120,419737,1370528,341294,63063,6982,2321,1093,366,158,74,14
2023-04-22,2,Tanker,3,2,3,13,16,3462,6291,1122,133,12,2,2,1,0,0,0
2023-04-22,3,Military,59,21,145,1276,2368,321571,166333,29714,6952,1194,514,316,99,38,8,1
2023-04-22,4,Pleasure Craft,163,147,2201,14789,21260,2965169,258959,29698,5994,1303,477,305,131,44,14,3
2023-04-22,5,Tug Tow,8,4,58,433,613,84999,12422,1862,338,67,35,15,13,4,2,0
2023-04-22,6,Cargo,78,28,184,1005,1535,182154,124648,14490,1845,415,168,79,21,10,4,0
2023-04-22,7,Passenger,91,76,598,4027,5877,793625,197706,33410,7222,1151,457,299,107,56,29,2
2023-04-22,8,Fishing,137,49,443,2419,3677,408876,197650,18650,3137,787,231,121,34,17,8,1
2023-04-23,0,Not Available,98,75,453,2895,4337,519896,105535,18087,3873,813,246,162,102,81,37,1
2023-04-23,1,Other,268,124,132,1591,3127,426275,1370134,340716,62255,6362,2029,972,327,169,77,17
2023-04-23,2,Tanker,3,1,2,13,34,4886,6154,1078,111,13,1,1,0,0,0,0
2023-04-23,3,Military,48,18,205,1306,2197,300913,171841,30300,6273,988,448,236,68,30,18,0
2023-04-23,4,Pleasure Craft,161,127,1964,14396,21913,2869721,265625,29210,5452,1231,413,282,138,40,35,3
2023-04-23,5,Tug Tow,5,9,65,457,605,83777,12194,1731,276,62,15,14,10,4,1,0
2023-04-23,6,Cargo,78,27,146,1000,1402,176423,119656,15184,2223,492,186,103,33,8,1,0
2023-04-23,7,Passenger,100,72,578,4063,6025,767942,201529,34045,7040,1164,374,250,86,35,15,5
2023-04-23,8,Fishing,121,64,393,2166,3287,363847,191546,19133,3248,933,257,134,48,22,8,1
2023-04-24,0,Not Available,57,47,396,2734,3883,525712,101290,17866,3720,571,244,149,103,56,25,3
2023-04-24,1,Other,65,12,108,1348,2413,344447,1344860,335572,60805,5806,1951,950,261,113,37,12
2023-04-24,2,Tanker,0,2,1,23,43,5926,6593,1082,96,7,0,2,2,0,0,0
2023-04-24,3,Military,28,16,150,1301,2146,290622,168459,30495,6141,956,392,237,83,24,7,3
2023-04-24,4,Pleasure Craft,127,129,2075,15504,20856,2933925,266650,31127,5474,1121,533,356,157,45,13,3
2023-04-24,5,Tug Tow,5,3,64,523,679,95324,12000,1798,227,47,25,17,13,8,2,0
2023-04-24,6,Cargo,17,6,116,881,1190,166035,119532,14174,1984,353,145,78,28,10,5,0
2023-04-24,7,Passenger,53,58,586,4056,5821,801504,204674,35050,6869,976,429,267,123,38,6,2
2023-04-24,8,Fishing,54,22,327,1935,2972,384123,193150,19421,2948,575,250,158,40,20,9,0
2023-04-25,0,Not Available,75,65,406,2661,4110,522664,100648,17127,3930,702,226,143,112,49,21,6
2023-04-25,1,Other,67,24,96,1347,2728,351436,1368493,322068,60023,6933,2113,908,294,105,44,16
2023-04-25,2,Tanker,1,0,1,35,43,6999,6887,918,117,22,12,3,1,0,3,0
2023-04-25,3,Military,48,30,196,1452,2709,336162,169682,29983,6499,1060,399,226,73,20,6,3
2023-04-25,4,Pleasure Craft,134,143,2044,14560,22838,2983311,255838,27515,7181,1309,494,313,168,55,21,5
2023-04-25,5,Tug Tow,2,5,65,460,736,98868,12409,1797,368,72,20,13,8,7,2,0
2023-04-25,6,Cargo,28,7,131,967,1509,188975,123092,12954,2319,417,145,98,18,6,3,1
2023-04-25,7,Passenger,40,79,564,3770,6343,828949,208966,33213,7756,1231,458,284,121,44,13,6
2023-04-25,8,Fishing,75,25,414,2251,3706,437559,188534,17622,3490,897,274,140,53,11,7,4
2023-04-27,0,Not Available,141,51,415,2436,3872,418026,183740,17171,4454,1143,890,142,60,35,13,4
2023-04-27,1,Other,154,61,95,1365,2951,376168,1322657,315432,62261,6564,6477,1056,363,140,67,9
2023-04-27,2,Tanker,56,57,408,2589,4244,529501,92050,16662,4166,742,748,181,118,56,28,4
2023-04-27,3,Military,1,1,3,31,42,6465,6554,817,133,22,23,4,2,1,1,0
2023-04-27,4,Pleasure Craft,69,33,175,1022,1656,188470,112945,12626,3128,709,587,112,63,29,7,1
2023-04-27,5,Tug Tow,381,229,2161,15095,24146,2792856,248538,30602,9565,1966,2540,403,153,49,27,3
2023-04-27,6,Cargo,9,6,75,518,790,90533,12168,1760,459,108,110,8,5,6,1,0
2023-04-27,7,Passenger,25,13,145,1388,2557,338595,160496,28378,7070,1044,1016,290,97,39,22,0
2023-04-27,8,Fishing,94,75,630,4095,6538,787368,194468,31459,7654,1343,1390,344,162,72,27,5
2023-04-28,0,Not Available,148,44,531,2883,4268,482929,189547,19004,3447,939,255,152,50,14,8,1
2023-04-28,1,Other,165,58,126,1596,3120,408658,1393073,350394,65177,6642,2249,1126,337,152,85,17
2023-04-28,2,Tanker,71,71,513,3081,4516,575135,101546,18034,4141,783,241,172,129,69,28,10
2023-04-28,3,Military,2,0,1,17,34,5328,7386,939,76,13,3,4,1,2,1,0
