date,group_id,group,<2 sec,2-5 sec,5-10 sec,10-30 sec,30-60 sec,1-2 min,2-5 min,5-10 min,10-30 min,30-60 min,1-2 hour,2-5 hour,5-10 hour,10-15 hour,15-20 hour,20-24 hour
2023-03-01,1,Other,46,7,104,1012,2043,276517,1257715,282393,52799,6064,2199,992,285,91,43,7
2023-03-01,2,Tanker,1,0,2,19,49,5427,6912,1311,128,24,16,9,0,2,1,0
2023-03-01,3,Military,27,10,110,876,1793,249541,157377,26440,5614,821,342,229,86,29,5,3
2023-03-01,4,Pleasure Craft,104,84,1646,11743,18281,2499976,248958,26888,5167,1160,435,281,122,61,14,6
2023-03-01,5,Tug Tow,6,1,49,326,542,74077,9117,1613,396,86,33,25,10,5,1,1
2023-03-01,6,Cargo,16,5,140,1070,1699,228619,129588,12000,1951,397,184,150,73,19,8,7
2023-03-01,7,Passenger,36,45,490,3627,5534,786010,216125,32895,6306,1022,432,277,147,59,27,10
2023-03-01,8,Fishing,28,10,269,1573,2457,332884,225727,19868,3625,672,314,182,88,27,14,4
2023-03-02,0,Not Available,41,43,412,2268,3730,503594,93627,15599,3131,519,222,149,117,47,11,7
2023-03-02,1,Other,59,9,78,963,1895,258678,1244670,281229,51577,5715,2026,971,232,90,45,8
2023-03-02,2,Tanker,0,0,3,19,41,4898,6829,1200,86,15,8,4,1,1,0,0
2023-03-02,3,Military,19,6,108,936,1822,244358,158273,26814,5793,892,365,196,61,33,5,1
2023-03-02,4,Pleasure Craft,119,89,1911,12801,19779,2717981,253480,26922,4951,1019,459,263,107,68,16,1
2023-03-02,5,Tug Tow,2,2,42,375,629,79136,9105,1589,329,54,20,31,12,2,3,0
2023-03-02,6,Cargo,20,6,171,1045,1601,223450,127500,11797,1949,381,212,158,55,26,12,3
2023-03-02,7,Passenger,28,55,578,3665,5660,806564,209862,32354,6038,976,428,307,118,72,25,12
2023-03-02,8,Fishing,34,15,276,1656,2659,351730,210385,19730,3621,591,287,212,84,35,13,3
2023-03-03,0,Not Available,42,59,392,2339,3657,480103,95399,15398,3175,564,237,133,119,58,14,5
2023-03-03,1,Other,118,31,107,903,1595,223389,1268358,279853,49962,5517,1762,786,248,79,38,13
2023-03-03,2,Tanker,0,0,5,40,58,6772,6316,1107,77,12,3,3,1,1,0,0
2023-03-03,3,Military,28,10,95,844,1496,195804,163039,25441,5346,815,314,146,76,9,9,1
2023-03-03,4,Pleasure Craft,128,102,1970,13902,21936,2984398,272400,27573,5129,962,432,293,173,58,16,5
2023-03-03,5,Tug Tow,6,4,44,411,649,85145,8844,1685,270,41,11,12,6,3,3,2
2023-03-03,6,Cargo,31,10,133,972,1543,193258,122729,11814,1965,450,227,149,67,22,8,0
2023-03-03,7,Passenger,55,54,551,3842,5912,808740,213160,32028,6054,939,398,249,115,65,14,0
2023-03-03,8,Fishing,54,18,285,1649,2628,327258,206733,18879,3184,626,234,162,78,19,12,3
2023-03-04,0,Not Available,42,28,282,1912,2965,433017,86678,14091,3134,464,817,131,188,66,28,6
2023-03-04,1,Other,43,8,76,815,1715,252620,1120431,247116,45163,4783,6300,811,1457,96,69,12
2023-03-04,2,Tanker,0,2,1,35,32,5554,5610,1033,104,14,27,0,4,0,3,0
2023-03-04,3,Military,11,0,63,624,1117,172048,143232,24049,5165,697,1000,150,251,18,9,3
2023-03-04,4,Pleasure Craft,112,59,1745,11616,18840,2759408,248640,26060,7366,891,3519,266,372,47,18,4
2023-03-04,5,Tug Tow,6,1,48,312,512,77821,8084,1401,370,27,110,8,11,2,3,1
2023-03-04,6,Cargo,21,3,131,820,1300,175234,105825,12126,2167,402,600,141,52,13,5,1
2023-03-04,7,Passenger,48,31,455,3037,5122,725812,185268,28757,6912,960,1651,255,212,41,12,2
2023-03-04,8,Fishing,41,13,217,1138,1865,263314,186349,16436,3065,492,975,171,196,22,3,1
2023-03-05,0,Not Available,28,17,345,2142,3620,479988,98988,16977,3128,472,187,109,87,68,32,5
2023-03-05,1,Other,42,6,103,1087,2258,314169,1253514,291978,52590,5386,1826,901,273,135,61,14
2023-03-05,2,Tanker,1,0,2,14,27,3073,6198,1385,84,10,6,5,0,0,0,0
2023-03-05,3,Military,19,4,64,849,1566,215172,159614,25997,5613,863,351,219,82,16,8,0
2023-03-05,4,Pleasure Craft,101,87,2014,13193,22715,2984683,263412,27830,5707,793,318,221,117,32,14,4
2023-03-05,5,Tug Tow,4,2,39,331,649,80200,9039,1548,294,47,22,11,2,1,1,0
2023-03-05,6,Cargo,20,9,130,912,1526,202083,112773,12263,1292,220,117,67,15,5,5,0
2023-03-05,7,Passenger,35,48,497,3584,6215,818172,200955,31188,5848,766,335,165,73,25,13,4
2023-03-05,8,Fishing,30,9,237,1274,2151,286433,195233,18747,2698,371,144,78,29,6,3,1
2023-03-06,0,Not Available,30,37,358,2278,3751,500621,98169,16082,2955,427,181,117,90,63,20,3
2023-03-06,1,Other,61,8,104,1048,1977,276139,1250416,282723,50788,5611,1995,951,324,95,46,14
2023-03-06,2,Tanker,0,0,7,20,43,5455,6490,1370,56,14,3,5,0,0,0,0
2023-03-06,3,Military,18,8,98,863,1592,218321,153380,24485,5496,889,332,217,89,32,14,2
2023-03-06,4,Pleasure Craft,102,91,2097,13948,22307,3040236,262283,26937,5401,942,413,299,145,39,10,4
2023-03-06,5,Tug Tow,8,5,52,363,585,79645,10474,1636,321,44,10,9,6,3,1,0
2023-03-06,6,Cargo,12,4,142,886,1327,185147,118972,12623,1786,303,135,82,30,8,1,0
2023-03-06,7,Passenger,26,46,520,3674,5951,823346,202161,31203,6135,972,451,265,103,39,7,2
2023-03-06,8,Fishing,25,16,230,1338,2159,290220,199141,18058,2849,405,158,83,38,9,3,0
2023-03-07,0,Not Available,27,49,366,2319,3617,480204,87748,14572,2744,498,210,442,114,59,29,2
2023-03-07,1,Other,64,16,88,961,1902,251469,1179554,265867,47925,5407,1888,3345,320,124,47,14
2023-03-07,2,Tanker,0,1,6,40,69,8631,5206,1283,53,6,3,9,0,0,1,0
2023-03-07,3,Military,25,13,110,916,1691,234950,147557,21820,5146,954,368,415,86,43,6,2
2023-03-07,4,Pleasure Craft,106,91,1986,13463,20335,2759615,251720,25429,5126,1013,426,2506,181,53,23,2
2023-03-07,5,Tug Tow,4,10,52,384,622,79516,10097,1402,329,50,23,67,5,6,3,2
2023-03-07,6,Cargo,32,9,150,1000,1534,205848,113555,10679,1499,309,168,447,52,23,4,3
2023-03-07,7,Passenger,30,52,532,3877,5976,807220,194828,29229,5572,826,387,1083,102,76,34,5
2023-03-07,8,Fishing,32,28,278,1526,2312,312580,192901,16579,2788,476,178,483,52,30,3,0
2023-03-08,0,Not Available,47,39,309,1961,3236,417694,77553,13547,2996,727,803,139,257,54,42,9
2023-03-08,1,Other,42,9,70,842,1624,221342,1057105,243909,46805,7337,7527,1113,683,132,78,20
2023-03-08,2,Tanker,0,1,4,32,48,6672,4379,1049,93,13,23,5,10,1,2,0
2023-03-08,3,Military,11,26,73,806,1544,204253,130908,20847,4677,975,941,182,244,45,7,1
2023-03-08,4,Pleasure Craft,105,87,1728,12449,21214,2676958,225656,27151,9109,2607,2982,374,467,47,15,2
2023-03-08,5,Tug Tow,3,3,52,393,531,74936,8618,1312,408,96,112,19,17,6,4,0
2023-03-08,6,Cargo,10,2,158,835,1450,184570,104469,12195,2347,674,808,119,67,27,11,2
2023-03-08,7,Passenger,30,49,515,3491,5856,747937,170480,27746,6741,1610,1705,251,331,46,64,11
2023-03-08,8,Fishing,25,29,196,1313,2169,272840,165308,16156,3145,827,1030,164,190,20,15,3
2023-03-09,0,Not Available,50,43,379,2307,3914,488781,90752,16219,3684,569,229,124,113,55,29,5
2023-03-09,1,Other,102,23,86,951,1701,242766,1185207,275154,54079,5913,1953,936,247,79,49,14
2023-03-09,2,Tanker,1,1,3,41,50,7377,5794,1286,128,10,3,8,1,2,0,0
2023-03-09,3,Military,22,14,94,795,1521,204024,150769,23603,5804,889,356,197,46,25,11,0
2023-03-09,4,Pleasure Craft,140,129,1707,12886,22971,2935320,254499,33264,8974,1059,450,293,113,43,19,3
2023-03-09,5,Tug Tow,3,10,64,362,636,80888,9826,1586,408,46,24,17,4,5,6,0
2023-03-09,6,Cargo,28,6,137,933,1367,186337,117192,14112,2100,300,147,94,29,9,11,2
2023-03-09,7,Passenger,55,60,500,3683,6268,827659,198850,35139,8003,1059,426,225,105,53,33,1
2023-03-09,8,Fishing,55,39,263,1490,2428,299111,189268,20532,3730,537,182,132,40,18,16,4
2023-03-10,0,Not Available,85,67,417,2423,3721,482417,90479,16978,3661,634,249,124,120,50,15,4
2023-03-10,1,Other,121,33,112,935,1858,249762,1189753,273827,58037,5773,1777,799,205,95,59,8
2023-03-10,2,Tanker,5,0,6,39,55,6190,5994,1158,77,19,7,5,4,2,1,0
2023-03-10,3,Military,38,13,112,847,1626,211624,151537,25135,6087,858,328,164,75,16,7,0
2023-03-10,4,Pleasure Craft,137,119,1841,11248,16809,2440335,261455,34613,9361,1239,409,260,108,30,4,1
2023-03-10,5,Tug Tow,3,2,57,347,543,75571,9443,1640,448,54,26,10,12,3,0,0
2023-03-10,6,Cargo,32,17,145,799,1312,155981,118970,14795,3176,344,103,69,26,5,3,1
2023-03-10,7,Passenger,70,60,506,3292,5171,721502,197009,32647,8043,1088,435,230,96,29,9,4
2023-03-10,8,Fishing,90,44,314,1667,2635,284365,195439,19365,3987,560,175,87,20,7,4,2
2023-03-11,0,Not Available,44,43,322,2118,3190,464251,94053,17038,3548,609,257,153,88,82,24,4
2023-03-11,1,Other,53,8,76,904,1806,274790,1169174,280651,59869,6489,1877,847,237,102,59,7
2023-03-11,2,Tanker,0,0,3,27,31,4780,5788,1207,90,10,8,6,2,0,0,0
2023-03-11,3,Military,21,20,91,845,1568,224644,152751,26003,5786,857,310,165,58,29,11,0
2023-03-11,4,Pleasure Craft,95,80,1457,10253,14429,2310593,246633,36240,6822,1118,397,263,111,34,11,4
2023-03-11,5,Tug Tow,5,1,43,339,442,72231,9697,1606,431,56,23,17,11,6,2,0
2023-03-11,6,Cargo,14,6,129,800,1181,183207,118518,15993,3238,432,136,99,29,13,8,0
2023-03-11,7,Passenger,39,42,438,2829,4197,669854,193231,33894,7962,1263,469,281,140,71,18,4
2023-03-11,8,Fishing,52,11,216,1261,1887,281386,194051,20921,3760,593,225,120,47,33,9,1
2023-03-12,0,Not Available,25,40,306,2055,3144,437778,90631,17603,4196,598,259,523,110,78,35,2
2023-03-12,1,Other,48,9,71,859,1749,247771,1075949,269034,66500,6386,1898,3262,297,119,63,11
2023-03-12,2,Tanker,1,0,3,10,27,3724,5459,1228,93,9,5,10,0,2,1,0
2023-03-12,3,Military,10,6,77,768,1473,203704,141767,23887,6087,884,338,396,56,20,10,1
2023-03-12,4,Pleasure Craft,106,67,1274,8963,13754,1991144,246393,41803,7660,801,362,2135,92,30,9,1
2023-03-12,5,Tug Tow,6,1,41,255,436,61917,10764,1873,457,76,33,82,6,3,2,0
2023-03-12,6,Cargo,19,9,134,824,1317,187876,104783,17037,4314,436,174,551,54,24,6,1
2023-03-12,7,Passenger,31,49,413,2715,4379,632673,189163,36399,9316,1239,493,1141,107,37,9,1
2023-03-12,8,Fishing,25,12,238,1342,2228,295307,174994,22360,5385,625,270,612,66,22,7,1
2023-03-13,0,Not Available,42,50,361,2183,3605,484533,92990,15405,3454,711,278,137,101,55,20,4
2023-03-13,1,Other,52,14,75,808,1714,216156,1211668,272062,51173,8682,2691,965,291,119,42,17
2023-03-13,2,Tanker,1,0,6,34,41,6593,6188,1237,86,34,7,5,2,2,0,0
2023-03-13,3,Military,24,8,102,842,1524,196930,157131,26361,5637,915,323,133,49,24,10,2
2023-03-13,4,Pleasure Craft,68,89,1483,11123,19092,2559627,264277,33720,7061,1501,502,290,131,39,13,1
2023-03-13,5,Tug Tow,2,3,40,309,511,69277,9987,1422,338,78,32,19,14,6,2,0
2023-03-13,6,Cargo,8,4,127,827,1220,172778,121031,11355,2679,777,229,129,49,10,4,1
2023-03-13,7,Passenger,29,58,397,3090,5127,703607,198091,30708,7171,1477,538,241,127,58,12,2
2023-03-13,8,Fishing,28,13,268,1374,2265,298491,193590,16256,3770,949,302,177,60,25,3,0
2023-03-14,0,Not Available,27,35,365,2272,3677,496970,93811,14355,2768,421,162,135,99,60,13,3
2023-03-14,1,Other,57,11,78,920,1671,240873,1292475,280303,46858,4728,1637,754,241,79,33,12
2023-03-14,2,Tanker,1,2,10,29,58,7338,6915,1220,121,20,4,7,3,5,1,0
2023-03-14,3,Military,12,9,89,836,1557,207150,157097,25609,5502,865,273,150,45,19,9,3
2023-03-14,4,Pleasure Craft,88,99,1995,12610,20183,2785419,254821,26270,5716,827,378,273,110,34,12,2
2023-03-14,5,Tug Tow,1,1,72,345,538,76135,9570,1180,243,46,19,12,5,3,3,0
2023-03-14,6,Cargo,10,7,119,759,1082,158087,127691,11598,1568,269,115,68,34,7,4,0
2023-03-14,7,Passenger,21,58,469,3336,5200,738631,201500,30163,6698,910,447,230,88,35,8,6
2023-03-14,8,Fishing,35,11,227,1310,2169,291328,202392,15484,2568,425,199,126,42,11,5,0
2023-03-15,0,Not Available,18,36,343,2233,3747,491011,94336,14729,3026,456,201,143,117,50,12,4
2023-03-15,1,Other,58,15,67,931,1787,242158,1282662,278421,46771,4516,1473,671,231,93,36,13
2023-03-15,2,Tanker,2,1,5,24,52,6089,6113,1146,106,20,5,7,1,4,0,0
2023-03-15,3,Military,9,9,99,843,1636,214552,152535,23093,4681,702,290,154,49,18,2,3
2023-03-15,4,Pleasure Craft,91,106,1738,12656,20230,2720241,248506,26800,5426,872,406,263,118,34,12,1
2023-03-15,5,Tug Tow,1,1,59,352,610,80576,9698,1205,248,61,20,15,6,3,3,0
2023-03-15,6,Cargo,8,5,128,736,1078,150927,129567,12836,1446,175,94,61,21,11,6,3
2023-03-15,7,Passenger,25,38,459,3309,5414,725352,198565,29872,6679,969,392,233,81,37,16,4
2023-03-15,8,Fishing,33,12,230,1295,2180,281236,195786,15474,2645,400,172,97,34,9,8,3
2023-03-16,0,Not Available,55,47,382,2305,3845,504627,95455,15881,3180,536,260,153,119,38,15,1
2023-03-16,1,Other,111,39,114,1069,2116,285212,1285629,283281,49463,4918,1545,727,218,89,47,8
2023-03-16,2,Tanker,1,1,2,37,40,6769,7115,1059,111,23,8,6,2,3,0,0
2023-03-16,3,Military,26,16,122,958,1812,243867,155713,22896,4912,737,276,192,59,21,11,2
2023-03-16,4,Pleasure Craft,172,133,2008,14188,23179,3063834,260175,27813,5387,1000,493,344,144,46,19,1
2023-03-16,5,Tug Tow,9,6,47,362,608,83603,9502,1275,277,50,23,18,5,4,1,0
2023-03-16,6,Cargo,14,6,126,754,1195,159924,129512,13176,1817,271,122,71,23,8,1,0
2023-03-16,7,Passenger,55,58,527,3666,5849,801366,207383,31070,6756,947,378,282,112,29,8,3
2023-03-16,8,Fishing,38,10,238,1397,2175,296071,198537,17793,3093,507,247,144,73,17,4,0
2023-03-17,0,Not Available,32,53,320,2295,3371,452594,88311,13993,2888,590,219,856,107,53,12,5
2023-03-17,1,Other,40,6,103,960,1905,252720,1179590,260219,44437,4371,1418,5486,198,113,47,11
2023-03-17,2,Tanker,0,2,4,12,45,4153,6591,867,120,25,8,29,2,3,3,0
2023-03-17,3,Military,18,14,116,916,1776,248906,150130,22973,4786,728,278,829,66,24,12,0
2023-03-17,4,Pleasure Craft,119,125,1605,11422,18715,2510680,239123,24284,4795,960,382,2673,123,499,23,14
2023-03-17,5,Tug Tow,3,7,56,370,536,74616,8094,1191,286,56,25,96,6,5,0,0
2023-03-17,6,Cargo,40,16,153,836,1174,138692,115106,11476,1648,336,91,501,20,6,2,1
2023-03-17,7,Passenger,49,80,513,3285,5221,709910,187036,27374,5069,797,362,1345,84,86,11,3
2023-03-17,8,Fishing,51,22,218,1428,2147,274875,178581,15523,2915,553,186,805,34,6,3,0
2023-03-18,0,Not Available,43,41,271,1575,2594,321445,65735,9710,1960,418,129,347,153,319,43,18
2023-03-18,1,Other,46,13,57,513,1158,146792,843222,184431,29207,2756,844,1735,1273,2291,91,51
2023-03-18,2,Tanker,1,1,11,18,35,3090,5419,815,88,23,3,14,3,9,1,0
2023-03-18,3,Military,15,10,77,687,1171,161022,115879,17184,3315,545,204,379,251,191,13,2
2023-03-18,4,Pleasure Craft,88,82,1222,8891,15608,1979617,173170,16514,3625,802,317,696,353,1672,25,5
2023-03-18,5,Tug Tow,6,2,37,262,374,48531,6322,870,145,53,13,26,12,44,4,0
2023-03-18,6,Cargo,22,15,92,520,841,99912,72780,6718,807,174,33,123,28,289,5,1
2023-03-18,7,Passenger,51,30,314,2247,3827,482628,136006,18377,3218,553,191,429,165,676,20,10
2023-03-18,8,Fishing,57,17,198,1106,1750,203904,129545,10727,1870,401,118,304,177,315,8,1
2023-03-19,0,Not Available,80,42,334,2112,3280,404166,83312,13704,2739,573,268,286,379,50,28,4
2023-03-19,1,Other,66,19,89,1050,2179,275675,1085135,246666,42082,4295,1688,2694,2514,100,64,15
2023-03-19,2,Tanker,1,1,3,26,33,4939,5650,944,103,20,14,14,7,0,0,0
2023-03-19,3,Military,17,17,82,771,1432,189576,130779,19410,3690,533,440,400,235,21,3,1
2023-03-19,4,Pleasure Craft,146,100,1854,12306,19408,2540482,217110,22176,4293,966,703,622,1784,44,12,2
2023-03-19,5,Tug Tow,17,1,44,337,466,61538,6654,1045,214,61,25,26,52,0,0,0
2023-03-19,6,Cargo,42,17,113,721,1140,122213,96254,9718,1068,249,120,114,313,5,4,0
2023-03-19,7,Passenger,70,65,438,2959,4931,613425,171599,24970,4773,817,447,374,752,27,10,1
2023-03-19,8,Fishing,71,16,239,1254,2025,216791,161947,13970,2146,486,245,351,338,9,5,1
2023-03-20,0,Not Available,20,28,356,2238,3517,476664,91480,14800,2723,491,622,129,112,42,20,5
2023-03-20,1,Other,44,13,69,971,1691,235577,1231708,276022,46346,5774,4928,732,186,56,25,6
2023-03-20,2,Tanker,0,0,3,31,48,7056,5837,855,77,11,24,8,4,0,0,0
2023-03-20,3,Military,17,25,127,807,1615,213347,140879,20982,4054,795,667,145,55,19,5,1
2023-03-20,4,Pleasure Craft,85,86,1968,13805,21394,2937088,236555,24021,4487,1122,2509,290,143,32,12,1
2023-03-20,5,Tug Tow,2,0,50,367,542,76838,7511,1175,226,40,80,6,6,1,2,0
2023-03-20,6,Cargo,13,5,89,596,922,125684,115488,10761,1107,233,476,63,17,7,5,3
2023-03-20,7,Passenger,35,47,517,3457,5360,740075,187184,27302,5344,871,1258,210,79,39,13,1
2023-03-20,8,Fishing,29,18,196,1123,1730,230906,189109,14751,1998,449,626,80,25,14,4,2
2023-03-21,0,Not Available,36,49,371,2403,3173,428506,86336,14196,3011,533,348,895,110,48,15,3
2023-03-21,1,Other,104,25,99,997,1627,217848,1159371,256999,44605,5315,1881,5583,279,72,31,11
2023-03-21,2,Tanker,1,0,7,28,52,6183,5674,709,75,13,13,33,1,1,0,0
2023-03-21,3,Military,25,15,143,1140,2068,279380,141378,21146,4464,829,563,1003,67,25,8,0
2023-03-21,4,Pleasure Craft,158,120,2158,15205,19509,2725522,224946,24611,5667,1128,791,3469,160,45,18,4
2023-03-21,5,Tug Tow,8,0,58,428,511,73675,7124,1142,274,54,23,121,6,5,0,0
2023-03-21,6,Cargo,16,8,134,776,1076,147030,109565,11277,1660,230,145,526,35,14,12,2
2023-03-21,7,Passenger,44,53,579,3790,5142,708972,174179,26506,5961,957,598,1576,106,41,24,1
2023-03-21,8,Fishing,32,21,244,1272,1754,243777,182008,14628,2244,457,272,833,40,22,4,1
2023-03-22,0,Not Available,21,44,410,2562,3666,510899,91820,16021,3403,962,203,121,91,42,14,8
2023-03-22,1,Other,44,12,95,1092,1828,266675,1254689,286694,51585,8532,1846,848,225,66,33,11
2023-03-22,2,Tanker,0,1,4,31,41,5938,6720,818,121,45,7,7,2,0,1,0
2023-03-22,3,Military,19,7,176,1292,2399,333129,161843,24482,5530,1390,390,205,81,31,18,6
2023-03-22,4,Pleasure Craft,110,110,2386,14939,22352,3041080,245299,28428,6187,3172,425,262,132,39,17,1
2023-03-22,5,Tug Tow,2,0,58,421,606,83747,9168,1407,248,100,16,19,9,6,2,1
2023-03-22,6,Cargo,10,7,134,957,1348,188167,123734,13177,1844,752,155,85,38,11,3,2
2023-03-22,7,Passenger,32,65,646,4270,6284,861560,200754,31998,6686,1946,377,260,75,33,9,9
2023-03-22,8,Fishing,36,13,311,1519,2144,304060,199427,17531,2753,1052,203,126,49,13,5,1
2023-03-23,0,Not Available,31,59,360,2336,3675,487696,91633,15780,3362,484,212,417,129,37,13,5
2023-03-23,1,Other,39,11,76,927,1901,257627,1194065,274889,49595,5062,1701,3043,294,95,40,14
2023-03-23,2,Tanker,4,1,7,36,59,7673,6411,613,94,13,13,8,3,2,0,0
2023-03-23,3,Military,25,13,121,1059,1904,260202,154706,24464,5387,865,348,389,83,30,6,3
2023-03-23,4,Pleasure Craft,80,80,1704,12421,21112,2699248,232207,26397,5935,958,557,2261,118,33,15,6
2023-03-23,5,Tug Tow,5,1,40,362,609,78404,9875,1502,274,45,25,65,10,4,2,1
2023-03-23,6,Cargo,16,9,151,946,1536,202334,110953,11618,1798,310,178,416,40,17,6,6
2023-03-23,7,Passenger,21,47,529,3508,5814,771987,197850,30806,6240,915,414,1040,97,34,4,12
2023-03-23,8,Fishing,34,21,259,1527,2495,321007,185847,16721,2950,484,240,446,61,28,11,4
2023-03-24,0,Not Available,55,50,338,2186,3504,464913,85749,14374,2898,498,612,671,115,54,15,2
2023-03-24,1,Other,42,11,76,903,1946,262889,1111656,255338,44967,4559,4770,4534,289,112,45,5
2023-03-24,2,Tanker,1,0,3,29,48,6107,5876,590,93,16,11,29,2,0,0,0
2023-03-24,3,Military,22,12,113,849,1540,213041,147208,23147,4612,714,656,684,53,17,5,2
2023-03-24,4,Pleasure Craft,111,88,1619,11466,17867,2371437,213671,23278,4348,1052,2271,2753,127,42,16,1
2023-03-24,5,Tug Tow,3,3,40,289,488,66513,9928,1457,253,63,85,102,10,4,2,0
2023-03-24,6,Cargo,15,7,117,813,1276,170192,104318,11645,2082,429,543,686,76,23,9,2
2023-03-24,7,Passenger,73,37,432,3227,4940,672532,182096,27146,5137,747,1133,1381,116,21,9,1
2023-03-24,8,Fishing,55,13,248,1500,2381,313107,174250,15030,2754,575,695,894,62,28,16,9
2023-03-25,0,Not Available,71,37,382,2307,3522,475283,97962,16477,3216,644,263,264,105,52,24,6
2023-03-25,1,Other,78,25,96,1176,2203,315354,1230952,296627,51845,5093,1672,2061,295,112,60,13
2023-03-25,2,Tanker,2,0,2,29,41,5840,6209,759,109,12,2,8,1,0,1,0
2023-03-25,3,Military,27,17,122,908,1685,226677,159265,25709,4989,793,273,344,56,12,16,1
2023-03-25,4,Pleasure Craft,162,106,2170,14485,21201,2958073,244566,29766,5369,1004,465,567,133,42,21,0
2023-03-25,5,Tug Tow,5,1,59,374,508,74964,10086,1825,300,35,17,20,6,5,0,1
2023-03-25,6,Cargo,29,13,158,997,1410,199528,121016,15558,2287,461,186,181,47,10,6,0
2023-03-25,7,Passenger,53,36,556,3745,5551,757976,204029,33122,6370,951,349,352,115,26,6,3
2023-03-25,8,Fishing,73,27,275,1738,2520,346389,189514,19329,3479,721,292,342,75,24,10,2
2023-03-26,0,Not Available,71,67,425,2564,4196,492294,97034,16295,3376,684,241,137,97,53,29,4
2023-03-26,1,Other,145,45,109,1335,2853,366490,1277854,312345,58398,6088,1948,903,341,161,72,25
2023-03-26,2,Tanker,2,4,9,41,68,4584,6128,700,110,21,4,2,2,0,1,0
2023-03-26,3,Military,51,16,116,1091,2102,263581,160024,25110,4960,808,324,215,81,43,6,1
2023-03-26,4,Pleasure Craft,105,102,1943,13992,23803,3015013,249155,26503,4887,992,400,273,110,32,8,3
2023-03-26,5,Tug Tow,6,5,49,334,574,77018,11703,1928,335,39,10,10,5,4,0,0
2023-03-26,6,Cargo,50,17,145,934,1597,184856,125327,13599,1906,340,153,95,51,13,5,1
2023-03-26,7,Passenger,69,59,466,3532,6166,744019,206392,31668,6757,1064,430,247,107,29,13,0
2023-03-26,8,Fishing,67,48,318,1952,3300,382268,191368,18099,3109,680,265,142,52,17,11,2
2023-03-27,0,Not Available,41,69,390,2368,3869,484765,91902,14864,3483,1137,572,164,99,41,14,7
2023-03-27,1,Other,73,31,95,1037,2169,277003,1190780,280665,53782,8827,4551,1012,264,130,56,15
2023-03-27,2,Tanker,1,1,1,37,63,6312,6207,658,126,26,11,5,3,2,0,0
2023-03-27,3,Military,29,19,133,1178,2169,295478,154082,24259,5436,1228,627,208,67,36,14,4
2023-03-27,4,Pleasure Craft,106,115,1944,12899,21325,2776468,237024,25933,8050,4271,2161,348,138,48,14,3
2023-03-27,5,Tug Tow,0,8,63,329,620,76339,10855,1737,416,150,76,19,9,5,3,0
2023-03-27,6,Cargo,21,7,134,959,1602,190378,120156,12500,2523,1024,681,121,52,12,6,0
2023-03-27,7,Passenger,44,50,510,3508,5711,742680,194113,30072,6853,2245,1259,287,119,33,13,6
2023-03-27,8,Fishing,54,31,280,1737,2834,352854,184679,17900,3928,1313,771,211,76,21,6,4
2023-03-28,0,Not Available,572,139,553,2898,4340,455627,87113,14704,3115,649,1051,192,140,59,24,11
2023-03-28,1,Other,5209,395,147,1248,2132,245056,1130064,271486,49181,5681,7548,1913,365,142,81,16
2023-03-28,2,Tanker,29,6,6,44,60,6464,6439,763,127,23,21,6,0,1,1,0
2023-03-28,3,Military,620,124,204,1453,2489,261154,151945,24994,5454,1049,1084,263,89,33,14,10
2023-03-28,4,Pleasure Craft,1145,335,2080,12862,18058,2365065,222930,27097,6837,1553,5627,462,533,105,46,7
2023-03-28,5,Tug Tow,63,15,53,415,570,71132,9626,1460,365,86,197,32,10,6,1,3
2023-03-28,6,Cargo,340,144,185,1032,1472,156852,105248,13678,2408,629,1193,155,55,45,31,10
2023-03-28,7,Passenger,881,250,653,3793,5496,671303,187890,30874,6717,1287,2684,412,198,53,29,8
2023-03-28,8,Fishing,943,213,466,2508,3669,350034,176270,18629,4114,1131,1407,213,82,47,29,20
2023-03-29,0,Not Available,29,49,379,2345,3814,498404,93734,16408,3259,774,206,148,125,38,14,6
2023-03-29,1,Other,38,7,82,1009,2015,272091,1243782,302805,54569,7703,1906,843,263,97,31,6
2023-03-29,2,Tanker,0,1,13,38,82,8974,6252,699,85,27,9,6,2,2,0,0
2023-03-29,3,Military,33,23,124,1068,2152,286287,159134,26638,5217,1026,321,207,57,34,10,2
2023-03-29,4,Pleasure Craft,89,89,1703,12674,20339,2609639,233779,32009,4889,2528,443,269,85,35,8,0
2023-03-29,5,Tug Tow,3,3,46,383,586,77289,9485,1728,242,93,25,18,9,1,0,0
2023-03-29,6,Cargo,13,6,118,728,1209,159294,120276,14888,1672,533,118,56,15,6,3,0
2023-03-29,7,Passenger,37,41,468,3479,5876,748826,200104,33761,6101,1505,407,210,119,39,11,3
2023-03-29,8,Fishing,38,36,291,1622,2777,355115,186668,19264,2791,759,210,111,33,13,4,1
2023-03-30,0,Not Available,35,50,384,2456,3880,522451,98153,15865,3231,522,195,126,101,38,14,7
2023-03-30,1,Other,106,17,93,1061,2177,294611,1301565,287669,50817,5504,1769,824,219,100,45,14
2023-03-30,2,Tanker,2,1,2,35,70,7843,6666,613,64,13,5,8,5,2,1,0
2023-03-30,3,Military,47,20,137,1240,2139,281076,162172,24194,5619,921,306,184,76,13,12,1
2023-03-30,4,Pleasure Craft,154,122,2004,14464,22768,3082084,246555,26336,5317,949,414,306,138,51,34,0
2023-03-30,5,Tug Tow,2,1,51,375,590,82218,9636,1430,237,29,19,10,7,2,2,1
